order_id,date,product,category,region,sales,profit
1072,2023-04-16,T-Shirt,Clothing,West,109.9,28.56
1800,2023-04-16,Sneakers,Clothing,south,243.52,64.77
2814,2023-04-16,Wireless Mouse,Electronics,East,119.05,8.14
1430,2023-04-16,Jacket,Clothing,East,161.06,24.11
2122,2023-04-16,Notebook Pack,Stationery,South,141.77,26.38
2531,2023-04-17,Jacket,Clothing,West,721.88,75.92
2959,2023-04-17,T-Shirt,Clothing,West,334.3,63.9
1004,2023-04-17,Jeans,Clothing,West,79.41,13.24
1857,2023-04-17,LED Monitor,Electronics,East,70.73,10.58
3197,2023-04-18,Wireless Mouse,Electronics,West,42.88,1.35
3646,2023-04-18,Pen Set,Stationery,West,210.65,50.03
2466,2023-04-18,Sticky Notes,Stationery,North,218.16,45.27
2388,2023-04-18,LED Monitor,Electronics,South,171.62,46.89
3145,2023-04-18,Sticky Notes,Stationery,South,221.48,36.41
1586,2023-04-19,Jacket,Clothing,East,226.3,39.64
3732,2023-04-19,LED Monitor,Electronics,West,252.57,3.34
1911,2023-04-19,Sneakers,Clothing,West,234.65,44.57
3981,2023-04-19,Study Table,Furniture,South,416.32,59.34
2305,2023-04-19,Whiteboard,Stationery,East,222.33,44.27
3363,2023-04-20,T-Shirt,Clothing,South,157.52,16.09
1816,2023-04-21,Power Bank,Electronics,South,166.23,23.58
1915,2023-04-21,Jeans,Clothing,North,159.45,21.5
1913,2023-04-21,Notebook Pack,Stationery,East,126.96,20.31
2832,2023-04-21,LED Monitor,Electronics,East,196.75,46.86
3651,2023-04-21,Office Chair,Furniture,East,73.06,4.33
3887,2023-04-22,Sneakers,Clothing,South,401.38,35.61
1295,2023-04-22,Bluetooth Speaker,Electronics,East,91.17,8.6
3672,2023-04-22,Sneakers,Clothing,South,515.15,69.49
1977,2023-04-23,Sofa,Furniture,South,75.09,15.25
3748,2023-04-23,Notebook Pack,Stationery,West,113.51,34.22
3743,2023-04-23,LED Monitor,Electronics,North,153.65,19.78
2211,2023-04-23,Bookshelf,Furniture,North,209.72,11.07
1207,2023-04-23,Jacket,Clothing,East,64.03,16.68
2350,2023-04-23,Pen Set,Stationery,North,401.38,110.36
2642,2023-04-23,Whiteboard,Stationery,North,106.9,27.57
1199,2023-04-23,Whiteboard,Stationery,South,27.69,3.79
1212,2023-04-23,LED Monitor,Electronics,West,266.8,50.34
3594,2023-04-23,Pen Set,Stationery,East,171.27,47.25
3028,2023-04-24,Jacket,Clothing,North,136.44,28.91
2212,2023-04-24,LED Monitor,Electronics,North,195.18,25.79
2586,2023-04-24,Study Table,Furniture,South,72.6,8.43
3313,2023-04-24,Pen Set,Stationery,South,280.86,86.85
2592,2023-04-25,LED Monitor,Electronics,East,215.85,20.51
1524,2023-04-25,Pen Set,Stationery,South,143.21,37.27
2289,2023-04-25,Pen Set,Stationery,South,98.78,19.78
2805,2023-04-26,Bluetooth Speaker,Electronics,North,226.04,45.93
1359,2023-04-26,Jacket,Clothing,North,165.96,23.57
3266,2023-04-26,Sofa,Furniture,North,187.22,23.68
3371,2023-04-27,Bluetooth Speaker,Electronics,East,241.06,31.69
1658,2023-04-27,Sneakers,Clothing,West,82.05,18.43
2893,2023-04-27,LED Monitor,Electronics,South,42.53,4.82
2762,2023-04-27,Notebook Pack,Stationery,South,140.37,31.99
3736,2023-04-27,Whiteboard,Stationery,West,94.43,44.02
3114,2023-04-27,Wireless Mouse,Electronics,South,295.35,78.67
1439,2023-04-27,Sticky Notes,Stationery,North,311.9,52.34
2148,2023-04-27,Jacket,Clothing,South,114.08,30.58
3164,2023-04-28,Power Bank,Electronics,South,560.22,53.53
1958,2023-04-28,Whiteboard,Stationery,West,385.24,103.97
3751,2023-04-28,Study Table,Furniture,East,232.74,17.72
1448,2023-04-28,Notebook Pack,Stationery,East,169.29,28.13
1973,2023-04-28,Sneakers,Clothing,West,280.47,47.17
2079,2023-04-28,Study Table,Furniture,East,314.27,31.0
1772,2023-04-28,Wireless Mouse,Electronics,East,391.85,99.46
2979,2023-04-29,Bluetooth Speaker,Electronics,East,251.52,58.24
3024,2023-04-29,Sofa,Furniture,East,78.42,3.65
2270,2023-04-29,Bluetooth Speaker,Electronics,West,192.7,31.06
3565,2023-04-29,Jacket,Clothing,West,269.47,53.69
3710,2023-04-29,T-Shirt,Clothing,North,172.59,32.11
1723,2023-04-29,T-Shirt,Clothing,West,132.21,-7.59
2553,2023-04-30,Whiteboard,Stationery,East,90.01,24.43
2245,2023-04-30,Bluetooth Speaker,Electronics,South,215.49,46.8
3490,2023-04-30,Pen Set,Stationery,East,291.27,86.32
1285,2023-04-30,Bluetooth Speaker,Electronics,West,539.74,164.64
1434,2023-04-30,Notebook Pack,Stationery,West,258.94,73.67
2676,2023-04-30,Jacket,Clothing,East,375.6,63.83
2958,2023-05-01,Pen Set,Stationery,West,264.06,95.93
2958,2023-05-01,Pen Set,Stationery,West,264.06,95.93
1852,2023-05-01,Sofa,Furniture,West,102.42,18.23
3595,2023-05-02,Office Chair,Furniture,West,208.66,12.04
1695,2023-05-02,Jeans,Clothing,North,243.6,32.23
2853,2023-05-02,Power Bank,Electronics,South,30.07,-0.08
1009,2023-05-02,T-Shirt,Clothing,South,109.73,26.73
2812,2023-05-02,Sofa,Furniture,South,127.6,32.67
1232,2023-05-03,T-Shirt,Clothing,North,233.65,36.07
3425,2023-05-04,Bluetooth Speaker,Electronics,East,197.55,59.93
2575,2023-05-04,Notebook Pack,Stationery,West,99.03,11.67
3115,2023-05-04,LED Monitor,Electronics,West,133.28,26.5
1242,2023-05-04,T-Shirt,Clothing,East,742.08,99.81
3586,2023-05-04,Bookshelf,Furniture,East,227.01,32.64
3762,2023-05-04,Sneakers,Clothing,East,140.07,23.91
1406,2023-05-05,Bookshelf,Furniture,East,105.84,30.89
1638,2023-05-06,Pen Set,Stationery,West,335.11,82.08
2994,2023-05-06,Bluetooth Speaker,Electronics,East,83.01,17.08
1814,2023-05-06,Bookshelf,Furniture,East,204.65,32.29
1901,2023-05-06,Bluetooth Speaker,Electronics,East,114.06,28.52
2121,2023-05-07,Jacket,Clothing,East,303.03,41.31
1440,2023-05-07,Sneakers,Clothing,North,105.2,28.19
2844,2023-05-07,Pen Set,Stationery,South,116.07,36.88
2310,2023-05-08,Pen Set,Stationery,North,32.07,7.88
3649,2023-05-08,Notebook Pack,Stationery,East,170.09,66.87
1365,2023-05-08,Sofa,Furniture,North,107.38,12.05
2287,2023-05-08,Sofa,Furniture,South,178.84,12.86
3379,2023-05-08,Jeans,Clothing,East,256.21,58.5
3967,2023-05-09,Pen Set,Stationery,South,187.22,54.13
3979,2023-05-09,LED Monitor,Electronics,West,71.7,20.29
3014,2023-05-09,Jacket,Clothing,East,197.19,65.53
3493,2023-05-09,Bookshelf,Furniture,east,391.27,38.17
3657,2023-05-09,Power Bank,Electronics,East,258.65,61.2
1102,2023-05-09,Office Chair,Furniture,West,484.25,26.16
2707,2023-05-10,Wireless Mouse,Electronics,North,193.0,37.78
3354,2023-05-10,Bluetooth Speaker,Electronics,West,111.4,23.57
3494,2023-05-10,Study Table,Furniture,South,1079.06,193.23
2092,2023-05-10,Jacket,Clothing,East,702.72,191.91
3391,2023-05-10,Sticky Notes,Stationery,North,567.53,53.04
2338,2023-05-10,Sofa,Furniture,South,228.27,43.79
1221,2023-05-10,Jacket,Clothing,West,412.03,69.19
3259,2023-05-10,Office Chair,Furniture,East,117.22,21.69
2928,2023-05-10,Whiteboard,Stationery,West,184.7,33.53
2451,2023-05-11,Jacket,Clothing,West,333.46,72.11
1018,2023-05-11,Bookshelf,Furniture,South,841.04,132.2
2385,2023-05-11,Jacket,Clothing,East,118.86,38.07
1281,2023-05-11,Power Bank,Electronics,South,108.29,11.9
3993,2023-05-11,Jeans,Clothing,West,495.79,45.62
1045,2023-05-11,Whiteboard,Stationery,North,260.63,57.0
3851,2023-05-11,Bluetooth Speaker,Electronics,South,96.97,18.78
3697,2023-05-12,Pen Set,Stationery,West,122.58,29.18
1627,2023-05-12,Pen Set,Stationery,West,177.85,55.41
3694,2023-05-12,Sneakers,Clothing,West,184.69,33.32
2030,2023-05-12,T-Shirt,Clothing,West,166.72,12.73
3100,2023-05-13,T-Shirt,Clothing,South,332.58,46.51
1593,2023-05-13,Power Bank,Electronics,North,56.36,13.47
2120,2023-05-13,Sneakers,Clothing,South,93.7,20.69
2951,2023-05-13,Sticky Notes,Stationery,South,256.15,86.87
2620,2023-05-13,Jeans,Clothing,South,340.79,65.37
1803,2023-05-13,T-Shirt,Clothing,West,171.76,48.61
2103,2023-05-14,Power Bank,Electronics,East,122.17,30.69
1659,2023-05-14,Bookshelf,Furniture,South,353.19,72.53
3345,2023-05-14,Sticky Notes,Stationery,North,440.26,149.71
1311,2023-05-15,Sofa,Furniture,North,118.24,20.98
1118,2023-05-15,Jacket,Clothing,North,271.88,35.47
3652,2023-05-16,Notebook Pack,Stationery,West,71.26,24.08
2144,2023-05-17,Study Table,Furniture,East,40.2,5.81
1945,2023-05-17,Jacket,Clothing,South,93.12,12.63
2432,2023-05-17,Jeans,Clothing,North,367.19,52.66
3764,2023-05-17,Power Bank,Electronics,East,157.55,16.66
2012,2023-05-17,LED Monitor,Electronics,East,119.8,30.84
3547,2023-05-18,Pen Set,Stationery,West,206.26,42.89
1804,2023-05-18,T-Shirt,Clothing,East,184.88,28.51
3770,2023-05-18,Bluetooth Speaker,Electronics,West,238.02,46.01
1985,2023-05-19,Sofa,Furniture,South,518.72,21.34
1106,2023-05-19,Bookshelf,Furniture,West,99.46,14.75
2507,2023-05-20,Office Chair,Furniture,North,123.62,10.75
1978,2023-05-20,Bluetooth Speaker,Electronics,North,147.61,35.47
2111,2023-05-21,Study Table,Furniture,north,134.01,10.22
3163,2023-05-21,Sneakers,Clothing,North,194.92,32.81
2473,2023-05-21,Notebook Pack,Stationery,North,158.93,41.76
2190,2023-05-21,Wireless Mouse,Electronics,South,316.85,79.84
3120,2023-05-21,Bookshelf,Furniture,North,179.35,26.27
2495,2023-05-22,Pen Set,Stationery,North,296.09,76.95
3844,2023-05-22,Sticky Notes,Stationery,North,299.9,75.49
1680,2023-05-23,Sneakers,Clothing,South,346.93,90.74
3328,2023-05-23,Sticky Notes,Stationery,East,98.66,15.52
2813,2023-05-23,Wireless Mouse,Electronics,north,108.61,28.83
3080,2023-05-23,Study Table,Furniture,North,279.39,21.21
2044,2023-05-23,Notebook Pack,Stationery,west,475.43,137.35
1397,2023-05-23,Sneakers,Clothing,North,87.56,15.21
2202,2023-05-24,T-Shirt,Clothing,North,120.73,48.57
3891,2023-05-24,Jeans,Clothing,South,191.93,70.34
3131,2023-05-24,Bookshelf,Furniture,South,178.74,19.59
1239,2023-05-24,T-Shirt,Clothing,North,112.25,24.87
1574,2023-05-24,Study Table,Furniture,South,363.71,53.82
1265,2023-05-24,Jeans,Clothing,South,109.69,0.16
1583,2023-05-24,LED Monitor,Electronics,East,92.59,23.14
1707,2023-05-25,Bluetooth Speaker,Electronics,South,183.7,19.92
1903,2023-05-25,LED Monitor,Electronics,South,181.38,35.48
2046,2023-05-25,Jeans,Clothing,South,147.22,38.71
1752,2023-05-25,Bluetooth Speaker,Electronics,East,346.33,56.96
2549,2023-05-25,Sneakers,Clothing,South,235.85,35.94
3029,2023-05-25,Power Bank,Electronics,East,88.65,19.17
2929,2023-05-25,Office Chair,Furniture,East,201.28,36.66
2309,2023-05-26,Sneakers,Clothing,West,574.27,115.79
2499,2023-05-26,Sticky Notes,Stationery,South,336.43,76.14
1912,2023-05-26,Sofa,Furniture,North,301.15,-14.84
3189,2023-05-26,Sticky Notes,Stationery,West,484.43,89.82
3746,2023-05-26,Sticky Notes,Stationery,West,200.1,31.73
1726,2023-05-26,Whiteboard,Stationery,West,211.32,33.63
2601,2023-05-27,Jacket,Clothing,West,250.51,10.0
2257,2023-05-27,Bluetooth Speaker,Electronics,West,214.45,44.09
3036,2023-05-27,Study Table,Furniture,North,149.29,9.47
2854,2023-05-27,Wireless Mouse,Electronics,East,313.16,93.18
1251,2023-05-27,Wireless Mouse,Electronics,East,217.08,34.9
2363,2023-05-28,Jeans,Clothing,North,303.27,75.4
2181,2023-05-28,Power Bank,Electronics,West,183.7,30.09
3837,2023-05-28,Jeans,Clothing,North,296.48,54.58
1252,2023-05-28,Jacket,Clothing,West,297.24,65.45
3527,2023-05-28,Whiteboard,Stationery,South,304.55,80.14
3408,2023-05-29,Bluetooth Speaker,Electronics,East,555.06,44.01
3250,2023-05-29,Bookshelf,Furniture,North,327.29,47.38
3568,2023-05-29,Sneakers,Clothing,East,216.5,43.57
3603,2023-05-29,Power Bank,Electronics,South,165.84,23.23
2345,2023-05-29,LED Monitor,Electronics,East,173.44,15.5
1665,2023-05-29,Pen Set,Stationery,West,307.1,66.26
3301,2023-05-29,Jacket,Clothing,South,120.6,22.68
1407,2023-05-30,Jacket,Clothing,West,31.91,6.35
1582,2023-05-31,Notebook Pack,Stationery,East,258.97,73.7
3006,2023-05-31,Sofa,Furniture,West,124.66,21.35
2255,2023-05-31,Bluetooth Speaker,Electronics,North,216.37,40.21
1260,2023-05-31,T-Shirt,Clothing,North,160.07,26.63
1283,2023-06-01,Power Bank,Electronics,East,159.64,38.84
2886,2023-06-01,Jeans,Clothing,South,347.4,-2.17
2447,2023-06-01,Office Chair,Furniture,South,650.59,35.11
3176,2023-06-01,Power Bank,Electronics,South,635.62,163.27
2317,2023-06-02,LED Monitor,Electronics,North,162.72,27.34
2753,2023-06-02,Power Bank,Electronics,West,158.47,23.95
2519,2023-06-02,Jeans,Clothing,South,57.69,14.28
1299,2023-06-02,Office Chair,Furniture,North,157.32,23.18
3909,2023-06-03,Study Table,Furniture,East,88.65,4.18
1460,2023-06-03,Pen Set,Stationery,West,442.02,142.99
1768,2023-06-03,LED Monitor,Electronics,West,144.83,28.67
3701,2023-06-03,Sofa,Furniture,West,262.66,32.76
2371,2023-06-03,Bluetooth Speaker,Electronics,West,117.58,13.39
3179,2023-06-03,Pen Set,Stationery,South,999.43,266.97
3097,2023-06-03,Sofa,Furniture,South,397.53,71.32
3436,2023-06-04,Bluetooth Speaker,Electronics,West,181.54,5.24
1375,2023-06-04,Jeans,Clothing,East,193.48,61.38
3128,2023-06-05,Bluetooth Speaker,Electronics,South,818.57,233.7
2967,2023-06-05,Power Bank,Electronics,West,219.15,45.97
2175,2023-06-05,Jacket,Clothing,North,400.44,167.69
3410,2023-06-05,LED Monitor,Electronics,East,158.16,27.49
2085,2023-06-06,Pen Set,Stationery,West,124.11,33.6
2088,2023-06-06,Bluetooth Speaker,Electronics,South,270.47,75.44
2705,2023-06-06,Jacket,Clothing,West,113.88,20.85
2067,2023-06-06,Jeans,Clothing,West,193.87,29.22
1097,2023-06-06,Sofa,Furniture,South,117.39,30.54
2283,2023-06-07,Sofa,Furniture,East,310.02,35.49
1344,2023-06-07,Whiteboard,Stationery,South,73.18,25.48
3341,2023-06-07,T-Shirt,Clothing,East,74.07,22.08
3054,2023-06-08,Power Bank,Electronics,South,29.04,3.48
3148,2023-06-08,Bookshelf,Furniture,West,395.53,79.05
2446,2023-06-08,Study Table,Furniture,West,158.78,48.27
2879,2023-06-08,Study Table,Furniture,West,334.05,56.54
2080,2023-06-08,Bluetooth Speaker,Electronics,South,239.19,49.24
3725,2023-06-08,Sneakers,Clothing,East,126.24,38.99
3207,2023-06-09,Study Table,Furniture,South,165.1,9.63
1495,2023-06-09,Sneakers,Clothing,South,189.58,61.5
3574,2023-06-09,Sticky Notes,Stationery,South,474.9,174.18
1155,2023-06-09,Sneakers,Clothing,East,218.37,45.33
3249,2023-06-09,Bookshelf,Furniture,North,101.47,5.0
2552,2023-06-09,LED Monitor,Electronics,South,111.57,4.03
1275,2023-06-09,Notebook Pack,Stationery,North,340.97,59.68
3859,2023-06-10,Jeans,Clothing,South,61.08,17.16
1362,2023-06-10,Jeans,Clothing,South,626.68,151.48
1027,2023-06-10,Jeans,Clothing,West,164.56,35.3
3752,2023-06-10,T-Shirt,Clothing,East,180.03,35.25
2462,2023-06-10,Jacket,Clothing,South,139.5,23.16
2169,2023-06-10,Jacket,Clothing,North,179.8,52.67
3305,2023-06-10,T-Shirt,Clothing,East,169.05,45.96
3048,2023-06-10,Jacket,Clothing,South,375.49,110.05
1305,2023-06-10,T-Shirt,Clothing,South,117.15,32.84
2984,2023-06-10,LED Monitor,Electronics,North,550.9,116.59
2727,2023-06-11,Jeans,Clothing,North,316.22,78.81
3722,2023-06-11,Bookshelf,Furniture,North,137.38,10.84
2220,2023-06-11,Sofa,Furniture,East,152.15,29.42
3985,2023-06-11,Bookshelf,Furniture,West,139.08,25.24
1078,2023-06-11,Notebook Pack,Stationery,West,361.32,103.67
2932,2023-06-12,Notebook Pack,Stationery,South,269.19,59.66
1302,2023-06-12,T-Shirt,Clothing,West,350.14,101.73
2728,2023-06-12,Notebook Pack,Stationery,North,123.07,7.92
3811,2023-06-12,LED Monitor,Electronics,South,87.1,16.14
1594,2023-06-12,Sneakers,Clothing,South,106.01,4.87
3464,2023-06-13,Bookshelf,Furniture,West,132.79,-1.5
3361,2023-06-13,LED Monitor,Electronics,North,166.55,46.82
3946,2023-06-13,Sofa,Furniture,South,111.49,13.03
2962,2023-06-14,Office Chair,Furniture,South,90.62,-1.93
2249,2023-06-14,Bookshelf,Furniture,East,218.24,41.85
3846,2023-06-14,Sofa,Furniture,South,23.21,3.58
2024,2023-06-14,LED Monitor,Electronics,East,76.57,16.65
1614,2023-06-14,Wireless Mouse,Electronics,West,153.58,20.29
1796,2023-06-15,Study Table,Furniture,East,128.39,10.21
2809,2023-06-15,Jeans,Clothing,East,398.9,59.23
2777,2023-06-15,Bookshelf,Furniture,West,138.25,-0.12
1633,2023-06-16,Pen Set,Stationery,North,344.49,81.43
3233,2023-06-16,Pen Set,Stationery,West,229.35,37.92
3187,2023-06-16,Notebook Pack,Stationery,North,130.29,41.69
3222,2023-06-16,Bluetooth Speaker,Electronics,West,69.8,12.18
1049,2023-06-16,Sofa,Furniture,North,100.04,14.67
1607,2023-06-17,Bookshelf,Furniture,East,395.13,73.65
2603,2023-06-17,Bluetooth Speaker,Electronics,East,92.51,18.32
1995,2023-06-17,Bookshelf,Furniture,East,322.54,63.82
1508,2023-06-17,Office Chair,Furniture,West,397.47,18.29
2327,2023-06-17,Bookshelf,Furniture,South,153.47,4.62
3562,2023-06-18,LED Monitor,Electronics,West,173.36,29.18
2469,2023-06-19,Sofa,Furniture,North,44.11,6.46
2613,2023-06-19,Study Table,Furniture,West,257.81,18.08
1608,2023-06-19,Wireless Mouse,Electronics,South,861.39,159.89
2567,2023-06-19,Jeans,Clothing,North,641.62,151.6
2452,2023-06-20,Pen Set,Stationery,North,271.88,52.17
1151,2023-06-20,Power Bank,Electronics,South,239.35,41.71
1342,2023-06-21,Whiteboard,Stationery,North,184.04,39.76
1993,2023-06-21,Sticky Notes,Stationery,North,205.3,43.96
3261,2023-06-21,Pen Set,Stationery,West,439.54,116.38
2389,2023-06-21,Jeans,Clothing,West,281.59,69.54
3590,2023-06-21,Pen Set,Stationery,West,40.32,13.36
3158,2023-06-21,Jacket,Clothing,East,66.18,11.32
1664,2023-06-22,Sticky Notes,Stationery,North,181.98,39.08
3377,2023-06-22,Jeans,Clothing,North,202.51,69.5
1968,2023-06-22,Sofa,Furniture,East,137.97,42.17
3462,2023-06-22,Power Bank,Electronics,West,135.17,28.93
3507,2023-06-22,Wireless Mouse,Electronics,West,275.28,32.91
1640,2023-06-22,Pen Set,Stationery,West,95.05,15.8
1605,2023-06-23,Bookshelf,Furniture,West,102.84,3.02
2208,2023-06-24,T-Shirt,Clothing,North,538.24,82.43
3021,2023-06-24,Sticky Notes,Stationery,North,117.11,33.4
3021,2023-06-24,Sticky Notes,Stationery,North,117.11,33.4
1381,2023-06-25,LED Monitor,Electronics,North,193.93,43.27
2579,2023-06-25,Sneakers,Clothing,West,158.17,36.56
1729,2023-06-26,Sticky Notes,Stationery,North,97.43,24.62
3877,2023-06-26,Office Chair,Furniture,West,90.3,22.5
2170,2023-06-26,Sneakers,Clothing,West,144.31,48.3
1561,2023-06-26,Whiteboard,Stationery,south,58.28,18.06
3860,2023-06-27,Jacket,Clothing,North,84.64,32.66
1702,2023-06-27,Power Bank,Electronics,West,133.88,38.33
2225,2023-06-27,Notebook Pack,Stationery,East,125.7,30.68
3935,2023-06-27,Bluetooth Speaker,Electronics,South,62.26,
3003,2023-06-27,LED Monitor,Electronics,East,51.22,13.06
2056,2023-06-28,T-Shirt,Clothing,South,133.06,35.6
2162,2023-06-28,Bookshelf,Furniture,North,168.26,14.0
1484,2023-06-29,Whiteboard,Stationery,North,105.49,42.2
2166,2023-06-29,Bookshelf,Furniture,South,332.93,37.88
3318,2023-06-29,Bookshelf,Furniture,East,211.81,47.89
1355,2023-06-30,Pen Set,Stationery,South,93.44,7.64
3796,2023-07-01,Pen Set,Stationery,South,82.24,12.13
2137,2023-07-01,Office Chair,Furniture,North,210.23,47.65
2250,2023-07-01,Pen Set,Stationery,North,199.95,57.84
2163,2023-07-01,Sneakers,Clothing,East,81.1,14.04
3816,2023-07-01,Notebook Pack,Stationery,East,110.0,37.09
1632,2023-07-01,Sneakers,Clothing,South,346.1,52.11
3744,2023-07-02,Jeans,Clothing,East,176.14,12.52
3471,2023-07-02,Study Table,Furniture,South,389.93,14.88
3443,2023-07-02,Bluetooth Speaker,Electronics,East,145.07,32.55
2453,2023-07-02,Jacket,Clothing,North,150.67,16.09
3583,2023-07-02,Pen Set,Stationery,West,264.69,84.12
1818,2023-07-02,T-Shirt,Clothing,East,87.17,14.78
3742,2023-07-02,Power Bank,Electronics,South,288.06,61.65
3000,2023-07-03,Bluetooth Speaker,Electronics,East,121.62,23.56
1231,2023-07-03,Power Bank,Electronics,South,274.17,63.49
1805,2023-07-03,Study Table,Furniture,North,286.17,53.63
2997,2023-07-04,Pen Set,Stationery,South,222.27,40.02
2900,2023-07-05,Jeans,Clothing,West,67.64,6.38
3654,2023-07-05,Jacket,Clothing,South,215.62,42.76
1589,2023-07-05,Office Chair,Furniture,South,231.25,5.44
2508,2023-07-06,T-Shirt,Clothing,West,107.13,22.64
1243,2023-07-06,Power Bank,Electronics,West,267.62,32.83
2351,2023-07-06,Jeans,Clothing,South,118.43,16.96
3706,2023-07-07,Sneakers,Clothing,South,352.7,108.54
3726,2023-07-07,Sticky Notes,Stationery,North,225.36,57.18
1093,2023-07-07,T-Shirt,Clothing,East,186.59,53.79
3799,2023-07-07,Jeans,Clothing,East,66.71,15.39
2449,2023-07-07,T-Shirt,Clothing,North,206.13,41.71
1454,2023-07-08,Power Bank,Electronics,North,234.21,19.76
3411,2023-07-09,Sneakers,Clothing,East,865.08,135.46
3566,2023-07-09,Power Bank,Electronics,East,104.51,1.08
1405,2023-07-09,Bookshelf,Furniture,East,330.61,25.81
1174,2023-07-09,Sneakers,Clothing,East,100.56,13.38
1039,2023-07-09,Sticky Notes,Stationery,South,182.72,30.85
1546,2023-07-09,Study Table,Furniture,East,131.81,25.87
1652,2023-07-09,Bluetooth Speaker,Electronics,East,147.24,27.21
2615,2023-07-10,Bookshelf,Furniture,East,541.86,83.11
1360,2023-07-10,T-Shirt,Clothing,West,55.46,19.32
1654,2023-07-10,Sofa,Furniture,West,292.26,7.0
1025,2023-07-11,Bluetooth Speaker,Electronics,East,137.66,27.74
1891,2023-07-11,Bluetooth Speaker,Electronics,North,284.63,36.53
1338,2023-07-11,Study Table,Furniture,South,126.11,20.6
1539,2023-07-11,Jeans,Clothing,West,103.45,22.72
3488,2023-07-11,Bookshelf,Furniture,North,64.05,0.29
2669,2023-07-11,Jeans,Clothing,East,185.82,
3022,2023-07-12,Bookshelf,Furniture,East,96.48,12.07
2209,2023-07-13,Sticky Notes,Stationery,East,78.08,31.27
2808,2023-07-13,Sofa,Furniture,West,141.37,26.09
1963,2023-07-13,T-Shirt,Clothing,South,158.18,18.08
1611,2023-07-13,Pen Set,Stationery,East,126.52,27.04
2565,2023-07-14,Sofa,Furniture,South,86.16,-0.02
1826,2023-07-14,Sticky Notes,Stationery,South,496.98,62.43
1825,2023-07-14,Jacket,Clothing,East,249.68,46.46
1312,2023-07-14,Power Bank,Electronics,North,645.69,-12.6
3322,2023-07-15,Sofa,Furniture,South,87.76,9.5
1423,2023-07-15,LED Monitor,Electronics,East,165.14,34.03
1526,2023-07-15,Whiteboard,Stationery,East,79.36,3.71
2074,2023-07-15,Jacket,Clothing,West,82.69,12.31
3995,2023-07-15,T-Shirt,Clothing,North,373.34,29.84
2664,2023-07-15,Whiteboard,Stationery,West,198.11,54.84
3829,2023-07-15,Power Bank,Electronics,North,83.64,16.28
2981,2023-07-17,Sticky Notes,Stationery,East,755.54,224.27
1237,2023-07-17,Sticky Notes,Stationery,West,55.82,19.26
3754,2023-07-17,Wireless Mouse,Electronics,West,239.54,36.69
2052,2023-07-17,Office Chair,Furniture,South,124.52,14.02
3881,2023-07-17,Office Chair,Furniture,West,197.47,28.23
2745,2023-07-18,T-Shirt,Clothing,South,169.7,67.49
3840,2023-07-18,Office Chair,Furniture,North,237.93,33.59
3505,2023-07-19,Study Table,Furniture,West,179.7,19.06
3515,2023-07-19,Sofa,Furniture,South,62.96,12.74
2412,2023-07-19,Pen Set,Stationery,South,254.76,73.39
2297,2023-07-20,Office Chair,Furniture,West,215.01,30.77
1241,2023-07-20,Power Bank,Electronics,West,320.93,86.41
1708,2023-07-20,Jeans,Clothing,West,959.47,272.08
2370,2023-07-20,T-Shirt,Clothing,West,177.1,43.93
1119,2023-07-20,Sofa,Furniture,North,410.91,43.09
1079,2023-07-21,Sticky Notes,Stationery,North,91.57,17.62
2145,2023-07-21,Sticky Notes,Stationery,West,353.44,110.63
3188,2023-07-21,Bluetooth Speaker,Electronics,East,160.18,37.55
3704,2023-07-21,Power Bank,Electronics,West,116.26,17.75
1668,2023-07-22,Study Table,Furniture,East,94.9,21.28
3836,2023-07-22,Jeans,Clothing,East,154.51,28.95
1230,2023-07-22,Study Table,Furniture,South,112.47,9.57
3613,2023-07-22,Power Bank,Electronics,North,408.53,97.53
2961,2023-07-23,Office Chair,Furniture,South,502.39,-10.54
1471,2023-07-23,Sneakers,Clothing,West,951.0,132.87
3819,2023-07-24,Pen Set,Stationery,South,150.29,47.76
1813,2023-07-24,Pen Set,Stationery,North,59.61,23.44
3356,2023-07-25,Study Table,Furniture,North,176.06,9.41
2754,2023-07-25,Office Chair,Furniture,South,78.37,7.08
2986,2023-07-25,Pen Set,Stationery,East,182.77,59.22
1065,2023-07-25,Sneakers,Clothing,West,31.9,4.19
2875,2023-07-26,Jeans,Clothing,East,198.07,43.01
1781,2023-07-26,Sticky Notes,Stationery,East,319.59,67.7
1138,2023-07-26,Jeans,Clothing,East,255.09,59.14
2838,2023-07-27,Pen Set,Stationery,East,121.22,58.21
1280,2023-07-27,Sticky Notes,Stationery,South,354.84,36.8
2732,2023-07-27,Pen Set,Stationery,North,62.06,17.63
3276,2023-07-27,Jeans,Clothing,North,227.03,61.27
3263,2023-07-28,Wireless Mouse,Electronics,East,103.5,18.32
3682,2023-07-28,Bluetooth Speaker,Electronics,North,254.18,52.23
2290,2023-07-28,Bookshelf,Furniture,West,237.29,68.6
2677,2023-07-29,Whiteboard,Stationery,East,128.54,29.09
3954,2023-07-29,Sticky Notes,Stationery,South,273.06,53.73
2156,2023-07-29,Jeans,Clothing,West,130.44,36.4
2113,2023-07-29,LED Monitor,Electronics,South,222.3,60.96
3691,2023-07-30,Power Bank,Electronics,East,191.73,33.33
3729,2023-07-30,Sticky Notes,Stationery,West,70.0,14.61
3535,2023-07-30,Bookshelf,Furniture,West,299.83,52.64
1905,2023-07-31,Sofa,Furniture,west,101.56,18.62
